元の番号,分類番号,単語,和訳,分類語源,一つ目の語源,一つ目の語源の長さ,二つ目の語源,二つ目の語源の長さ,三つ目の語源,三つ目の語源の長さ,参考,参考の長さ,,,,,,,,,,,,
617,69,Decameron,デカメロン,deca_deka(十),deka(十),7,hemerai(日),10,,0,,0,は、ボッカチオが著した物語集のことで、作品内ではペストから逃れた男女10人が10話ずつ様々な物語を語ります,,,,,,,,,,,
618,69,decathlon,十種競技,deca_deka(十),deca(10),8,athlon(競技),10,,0,,0,は、短距離走や長距離走、投擲など10種の競技を行い、その合計得点を競い合う陸上競技のことです,デカスロンで優勝するには、総合的に優れた身体能力が必要とされるので、優勝者は敬意を表してキング・オブ・アスリートと呼ばれます,,,,,,,,,,
619,69,December,12月,deca_deka(十),decem(10),9,ber(月の接尾辞),10,,0,,0,なぜ12月なのに10番目の月なのかというと、昔のローマの暦は3月から始まっていたからです,つまりdecemberは3月から数えて10番目の月というわけですね,,,,,,,,,,
620,69,decibel,デシベル,deca_deka(十),deka(10分の1),11,bel(単位名),8,,0,,0,は、音エネルギーを表す単位のことです,元の単位のベル(Bel)よりも小数点が出にくく使いやすいので、音の大きさを表す単位として広く使われています,ちなみに音エネルギーは桁数が大きくなりがちなので、表記には対数が使われます,例えば人が聞き取れる最小限の音を１とすると、地下鉄の騒音は100,000倍になります,それだと桁数が大きすぎて使いにくいので、それぞれ０デシベル、100デシベルと表します,,,,,,
621,69,decimal,十進法の、小数,deca_deka(十),decimus(10番目),13,,0,,0,,0,私たちが普段の計算で使うのはもちろん十進法です,,,,,,,,,,,
622,69,,,deca_deka(十),,0,,0,,0,,0,,,,,,,,,,,,
623,70,demagogue,扇動的指導者,demo(民),demos(民),8,agein(導く),9,,0,,0,は、民衆の不安を煽り、無知を利用して権力を得ようとする指導者のことで、古代ギリシアで度々登場しました,民主制では大部分の大衆の意見に答えれば、いかに無能でも権力を握ることができてしまいます,これこそが民主制の弱点とも言えます,ちなみにデマゴーグは歴史的な古い表現で、現代ではそのような指導者はポピュリスト(populist),呼ばれます,,,,,,,
624,70,democracy,民主制,demo(民),demos(民),8,kratos(力),9,,0,,0,は、多数の人間が権力を持ち、国を統治する政治形態のことです,現在多くの国では、国民がその代表者を選出し政治を任せる間接民主制(representative democracy)が取り入れられています,,,,,,,,,,
625,70,demography,人口統計学,demo(民),demos(民),8,graphy(記録),10,,0,,0,は、人口の増減や出生率、性別や年齢などを研究する学問のことで、統計学の一分野とされています,人口構成が変われば、国もそれに応じた対応を迫られます,例えば子どもの割合が減っているなら、子育てを支援する政策を充実させる必要がありますね,,,,,,,,,
626,70,endemic,風土病,demo(民),in(中),5,demos(民),8,,0,,0,風土病(endemic disease)は特定の地方にのみ現れる病気のことです,例えばマラリアは熱帯・亜熱帯で見られる代表的な風土病です,,,,,,,,,,
627,70,epidemic,流行病・疫病,demo(民),epi(外),6,demos(民),8,,0,,0,は、もともと風土病だったものが、交流の拡大により他の地域にまで伝播するようになった病のことです,日本の場合だと、コレラやインフルエンザ、麻疹や天然痘などが例として挙げられます,,,,,,,,,,
628,70,pandemic,世界流行,demo(民),pan(全て),7,demos(民),8,,0,,0, epidemic, pandemicと分類されます,パンデミックは世界レベルで感染が拡大した病気を指します,14世紀に大流行した黒死病や数千万人を死に追いやったスペインかぜもパンデミックに分類されます,,,,,,,,
629,70,,,demo(民),,0,,0,,0,,0,,,,,,,,,,,,
630,71,dermal,皮膚の,derm_dermi_derma(皮膚),derm(皮膚),8,,0,,0,ギリシャ語のderma(皮膚)に由来します。,22,経皮パッチ(dermal patch),は、皮膚を通じて薬を血管内に浸透させる貼り薬のことで、禁煙を手助けするニコチンパッチが有名です,日焼けした人の肌が茶色いのは皮膚色素(dermal pigmentation)メラニンの働きによるものです,またメラニンが全く生産できない個体はアルビノと呼ばれ、皮膚や体毛が真っ白なのが特徴です,,,,,,,,
631,71,dermatitis,皮膚炎,derm_dermi_derma(皮膚),derma(皮膚),9,itis(炎症),8,,0,,0,は皮膚上で生じる炎症のことで、赤みのある腫れと痛みを引き起こします,例えば接触性皮膚炎(contact dermatitis)は刺激の強い物質に触れることで発症する皮膚炎のことで、「かぶれ」とも呼ばれます,またアトピー性皮膚炎(atopic dermatitis)はアレルギー反応と関係のある皮膚炎のことです,,,,,,,,,
632,71,dermatology,皮膚科,derm_dermi_derma(皮膚),derma(皮膚),9,logy(知識),8,,0,,0,は皮膚の病気を扱う医学の一分野のことです,火傷やしもやけ、湿疹に皮膚炎など皮膚の病気は何種類もあるので、発症したら皮膚科医に診てもらいましょう(you can go to see a dermatologist),,,,,,,,,,
633,71,dermis,真皮,derm_dermi_derma(皮膚),derma(皮膚),9,,0,,0,,0,真皮の大半はコラーゲンという物質で構成されており、肌に弾力を与える役割があります,「コラーゲン配合」を謳う化粧品は数多くありますが、コラーゲンは肌に塗っても真皮まで浸透することはありません,「コラーゲンでお肌プルプル」などは誇大広告の可能性が高いので注意です,,,,,,,,,
634,71,epidermis,表皮,derm_dermi_derma(皮膚),epi(上),6,derma(皮膚),9,,0,,0,は、皮膚の外側にある膜のような組織のことで、異物の侵入や水分の蒸散を防ぐ役割があります,表皮のキメが細かいと肌がキレイに見えるので、女性は化粧品やクリームで肌を丁寧にケアします,,,,,,,,,,
635,71,hypodermic,皮下の,derm_dermi_derma(皮膚),hypo(下),7,derma(皮膚),9,,0,,0,例えば、皮下注射(hypodermic injection)は皮膚の下に薬液を流し込む注射方法のことで、筋肉内注射と比べて安全ですが、吸収に時間がかかります,,,,,,,,,,,
636,71,pachyderm,厚皮類,derm_dermi_derma(皮膚),phakys(分厚い),11,derma(皮膚),9,,0,,0,残念ながら現在は使われていない分類法です,,,,,,,,,,,
637,71,taxidermy,剥製,derm_dermi_derma(皮膚),taxis(整える),10,derma(皮膚),9,,0,,0,は、死んだ動物の皮をはがして代わりの中身を詰め込み、生存時と同じ外観を保つ技術のことです,剥製された動物は博物館や資料館に展示されます,,,,,,,,,,
638,71,,,derm_dermi_derma(皮膚),,0,,0,,0,,0,,,,,,,,,,,,
639,72,addiction,依存症,dict_dicere(話す),ad(向かって),8,dicere(話す),10,,0,,0,は、有害だとわかっていても薬物の摂取を止められない状態のことです,例えばアルコール依存症(alcohol addiction)になると、お酒の飲む量をコントロールできなくなり、いつでも際限なく飲むようになってしまいます,また喫煙者もニコチンから得られる快楽に依存しているため、ニコチン依存症(nicotine addiction)だと言えます,さらに一日中インターネットで遊んでいる人はインターネット依存症(internet addiction),診断されます,,,,,,,
640,72,condition,環境,dict_dicere(話す),con(共に),7,dicere(話す),10,,0,,0,例えばブラック企業ではひどい労働条件(poor working condition)で働くことを強いられる上に、賃金も低いので生活環境(living condition)も悪いままです,一方ホワイト企業では労働者が満足して働けるように、労働条件の改善に努めます(to improve working condition),,,,,,,,,,
641,72,dedicate,専念する,dict_dicere(話す),de(離れる),7,ducere(宣言する),12,,0,,0,例えば研究者は自分の研究に人生を捧げることがあります(reseachers can dedicate their life to their study),また短期間でお金持ちになりたいのなら、数年間はビジネスに専念する必要があります(to dedicate yourself to your business),時間に余裕のある大学生は部活動に打ち込んで(to dedicate themselves to club activity)、青春を謳歌します,,,,,,,,,
642,72,dictate,書き取らせる、命令する,dict_dicere(話す),dicere(話す)の反復相dictare(命じる),26,,0,,0,,0,,,,,,,,,,,,
643,72,diction,発音の仕方,dict_dicere(話す),dicere(話す),10,,0,,0,,0,,,,,,,,,,,,
644,72,dictionary,辞書,dict_dicere(話す),dicere(話す),10,,0,,0,,0,最初のうちは英和辞典(English-Japanese dictionary)を使うべきですが、慣れてきたら英英辞典(English-English dictionary)も使ってみましょう,日本語では表現できない単語の顔を見ることができます,,,,,,,,,,
645,72,dictum,格言,dict_dicere(話す),dict(話す),8,maxim,5,,0,,0,,,,,,,,,,,,
646,72,edict,勅命,dict_dicere(話す),ex(外),5,dicere(話す),10,,0,,0,天皇が発した命令は勅令(imperial edict),呼ばれていました,,,,,,,,,,
647,72,index,索引、指標,dict_dicere(話す),in(中),5,dicare(宣言する),12,,0,,0,索引とは、辞書や学術書の中の項目を五十音順・アルファベット順などに並べて参照しやすくしたもので、通常は巻末に記載されています,索引は目的のワードをすぐに「指し示して」くれるので便利です,,,,,,,,,,
648,72,indicate,指し示す,dict_dicere(話す),in(中),5,ducere(言う),10,,0,,0,例えば日本の人口予測のグラフはこれから高齢者の割合が増えることを示してくれます(to indicate that the share of older person will increase),,,,,,,,,,,
649,72,indict,起訴する,dict_dicere(話す),in(中),5,ducere(言う),10,,0,,0,例えば誰かが殺人を犯したなら、検察官はその人を殺人罪で起訴します(to indict the person for murder),,,,,,,,,,,
650,72,predict,予測する,dict_dicere(話す),pre(前),6,dicere(話す),10,,0,,0,地震を予知できれば(to predict an earthquake)、被害を最小限に抑えることができるでしょう,,,,,,,,,,,
651,72,valediction,別れの言葉,dict_dicere(話す),valere(強い),10,dicere(言う),10,,0,,0,,,,,,,,,,,,
652,72,verdict,評決,dict_dicere(話す),ver(真実),7,dicere(話す),10,,0,,0,は、陪審員による有罪・無罪の判断のことです,アメリカやイギリスでは陪審制が採用されており、民間から無作為で選ばれた陪審員が裁判に参加し、意見を反映させ、評決を下します(to return a verdict),,,,,,,,,,
653,72,,,dict_dicere(話す),,0,,0,,0,,0,,,,,,,,,,,,
654,73,docent,案内人,doc_docu_docere(教える),docere(教える),11,,0,,0,,0,,,,,,,,,,,,
655,73,docile,従順な,doc_docu_docere(教える),docere(教える),11,,0,,0,,0,,,,,,,,,,,,
656,73,doctor,医者、博士号,doc_docu_docere(教える),docere(教える),11,,0,,0,,0,医者も扱う専門分野によって呼び名が変わります,手術を行う外科医(surgeon)、手術を行わない内科医(physician)、歯の治療を行う歯科医(dentist)、精神病を扱う精神科医(phychiatrist)などですね,また怪我をしたスポーツ選手にはこれ以上運動をして悪化させないようにドクターストップ(doctor’s stop)をかけることもあります,,,,,,,,,
657,73,doctrine,教義、理論,doc_docu_docere(教える),doctrina(学ぶこと),14,,0,,0,,0,,,,,,,,,,,,
658,73,document,文書,doc_docu_docere(教える),docu(教える),9,,0,,0,ラテン語のdocumentum(証拠)で、その語源もdocere(教える)に由来します。,44,文書を使うことで伝達ミスや情報の改変などを防ぐことができ、内容を忘れた場合にもいつでも参照できます,会社の事務職の人間なら請求書や発注書などの文書をパソコンで作成します(to make a document with computer),またpdfやWordなどパソコンで作成される電子媒体もdocumentと呼ばれます,,,,,,,,,
